日付,時刻,コード,会社名,表題（リンク_TDnet）,表題（リンク_ローカル）,キーワード,ヒットページ数,記述されているページ,分類,URL（生）
20260210,14:00,7989,立川ブライ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553175.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/7989_1400_立川ブライ_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",価格改定 想定以上 大幅 値上,3,4 5 6,決算短信,https://www.release.tdnet.info/inbs/140120260210553175.pdf
20260210,12:00,8346,東邦銀,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552478.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/8346_1200_東邦銀_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",上方修正,3,5 12 13,決算短信,https://www.release.tdnet.info/inbs/140120260209552478.pdf
20260210,15:00,9048,名鉄,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205549081.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/9048_1500_名鉄_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",悪化 需要の回復,3,7 9 10,説明資料,https://www.release.tdnet.info/inbs/140120260205549081.pdf
20260210,13:00,9644,タナベコンサルG,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553539.pdf"", ""2026年3月期 第3四半期決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260210/9644_1300_タナベコンサルG_2026年3月期 第3四半期決算補足説明資料.pdf"", ""2026年3月期 第3四半期決算補足説明資料"")",計画以 上方修正,3,4 14 23,説明資料,https://www.release.tdnet.info/inbs/140120260210553539.pdf
20260210,14:00,9959,アシードHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552608.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/9959_1400_アシードHD_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",悪化 値上 価格改定,3,6 8 12,説明資料,https://www.release.tdnet.info/inbs/140120260209552608.pdf
20260210,17:00,2122,Iスペース,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554573.pdf"", ""2026年9月期 第1四半期決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260210/2122_1700_Iスペース_2026年9月期 第1四半期決算説明会資料.pdf"", ""2026年9月期 第1四半期決算説明会資料"")",大幅,2,5 20,その他,https://www.release.tdnet.info/inbs/140120260210554573.pdf
20260210,14:30,2489,ADWAYS,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552881.pdf"", ""2025年12月期決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260210/2489_1430_ADWAYS_2025年12月期決算説明会資料.pdf"", ""2025年12月期決算説明会資料"")",大幅,2,9 51,その他,https://www.release.tdnet.info/inbs/140120260209552881.pdf
20260210,15:40,250A,シマダヤ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553254.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/250A_1540_シマダヤ_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",価格改定,2,4 8,説明資料,https://www.release.tdnet.info/inbs/140120260210553254.pdf
20260210,15:00,2533,オエノンHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260202544898.pdf"", ""令和7年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/2533_1500_オエノンHD_令和7年12月期 決算短信〔日本基準〕(連結).pdf"", ""令和7年12月期 決算短信〔日本基準〕(連結)"")",増産 価格改定 大幅,2,6 24,決算短信,https://www.release.tdnet.info/inbs/140120260202544898.pdf
20260210,15:00,255A,ジーエルテクノHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550627.pdf"", ""2026年3月期 第3四半期(2025年4月1日~2025年12月31日)決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/255A_1500_ジーエルテクノHD_2026年3月期 第3四半期(2025年4月1日~2025年12月31日)決算説明資料.pdf"", ""2026年3月期 第3四半期(2025年4月1日~2025年12月31日)決算説明資料"")",増産 大幅,2,14 19,説明資料,https://www.release.tdnet.info/inbs/140120260206550627.pdf
20260210,15:30,2607,不二製油,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552446.pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/2607_1530_不二製油_2026年3月期 第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")",悪化 需要が増,2,5 6,決算短信,https://www.release.tdnet.info/inbs/140120260209552446.pdf
20260210,15:30,2733,あらた,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551757.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/2733_1530_あらた_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",未達 トップシェア,2,4 12,決算短信,https://www.release.tdnet.info/inbs/140120260209551757.pdf
20260210,15:00,2749,JPHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554055.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/2749_1500_JPHD_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",大幅 上方修正,2,4 7,決算短信,https://www.release.tdnet.info/inbs/140120260210554055.pdf
20260210,11:30,3105,日清紡HD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553021.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3105_1130_日清紡HD_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",大幅 悪化 レアアース 価格転嫁,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260210553021.pdf
20260210,15:29,331A,メディックス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553550.pdf"", ""2026年3月期第3四半期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/331A_1529_メディックス_2026年3月期第3四半期 決算説明資料.pdf"", ""2026年3月期第3四半期 決算説明資料"")",計画を下 大幅,2,9 10,説明資料,https://www.release.tdnet.info/inbs/140120260210553550.pdf
20260210,13:00,3402,東レ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551999.pdf"", ""2026年3月期  第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3402_1300_東レ_2026年3月期 第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期  第3四半期決算短信〔IFRS〕(連結)"")",悪化,2,4 15,決算短信,https://www.release.tdnet.info/inbs/140120260209551999.pdf
20260210,13:00,3402,東レ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552038.pdf"", ""2026年3月期第3四半期決算の概要"")","=HYPERLINK(""pdf_tmp/20260210/3402_1300_東レ_2026年3月期第3四半期決算の概要.pdf"", ""2026年3月期第3四半期決算の概要"")",悪化,2,6 11,その他,https://www.release.tdnet.info/inbs/140120260209552038.pdf
20260210,11:00,3405,クラレ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552507.pdf"", ""2025年12月期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3405_1100_クラレ_2025年12月期決算短信〔日本基準〕(連結).pdf"", ""2025年12月期決算短信〔日本基準〕(連結)"")",需要が低 悪化,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260209552507.pdf
20260210,12:00,3423,エスイー,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552049.pdf"", ""2026年3月期 第3四半期 決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260210/3423_1200_エスイー_2026年3月期 第3四半期 決算補足説明資料.pdf"", ""2026年3月期 第3四半期 決算補足説明資料"")",大幅 価格転嫁,2,6 12,説明資料,https://www.release.tdnet.info/inbs/140120260209552049.pdf
20260210,17:00,3551,ダイニック,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550720.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3551_1700_ダイニック_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",価格転嫁 悪化,2,4 12,決算短信,https://www.release.tdnet.info/inbs/140120260206550720.pdf
20260210,15:31,3633,GMOペパボ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553717.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3633_1531_GMOペパボ_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",価格改定 大幅,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260210553717.pdf
20260210,17:15,3788,GMOGSHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553880.pdf"", ""2025年12月期 通期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/3788_1715_GMOGSHD_2025年12月期 通期決算説明資料.pdf"", ""2025年12月期 通期決算説明資料"")",上方修正 シェア拡大,2,2 14,説明資料,https://www.release.tdnet.info/inbs/140120260210553880.pdf
20260210,16:00,3848,データアプリ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206551067.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/3848_1600_データアプリ_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",計画を上 計画を下 悪化,2,5 6,決算短信,https://www.release.tdnet.info/inbs/140120260206551067.pdf
20260210,15:30,3917,G-アイリッジ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553964.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/3917_1530_G-アイリッジ_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",大幅,2,3 11,説明資料,https://www.release.tdnet.info/inbs/140120260210553964.pdf
20260210,16:55,4013,G-勤次郎,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550657.pdf"", ""2025年度12月期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/4013_1655_G-勤次郎_2025年度12月期 決算説明資料.pdf"", ""2025年度12月期 決算説明資料"")",大幅 価格改定 計画を上,2,3 11,説明資料,https://www.release.tdnet.info/inbs/140120260206550657.pdf
20260210,13:00,4044,セ硝子,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553616.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/4044_1300_セ硝子_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",増産 悪化 需要が低,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260210553616.pdf
20260210,16:00,4118,カネカ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260204546673.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/4118_1600_カネカ_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定 想定以上 需要回復,2,6 7,決算短信,https://www.release.tdnet.info/inbs/140120260204546673.pdf
20260210,14:00,4218,ニチバン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260129541850.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/4218_1400_ニチバン_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",価格改定 需要が低,2,4 6,決算短信,https://www.release.tdnet.info/inbs/140120260129541850.pdf
20260210,15:30,4275,カーリット,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554060.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/4275_1530_カーリット_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",需要が低 価格転嫁,2,4 6,決算短信,https://www.release.tdnet.info/inbs/140120260210554060.pdf
20260210,16:00,4316,G-ビーマップ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554082.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/4316_1600_G-ビーマップ_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",悪化 未達,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260210554082.pdf
20260210,15:30,4389,G-プロパティDBK,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553775.pdf"", ""2026年3月期 第3四半期 決算短信補足説明資料"")","=HYPERLINK(""pdf_tmp/20260210/4389_1530_G-プロパティDBK_2026年3月期 第3四半期 決算短信補足説明資料.pdf"", ""2026年3月期 第3四半期 決算短信補足説明資料"")",大幅,2,4 7,決算短信,https://www.release.tdnet.info/inbs/140120260210553775.pdf
20260210,15:30,4464,ソフト99,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553248.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/4464_1530_ソフト99_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定 値上 悪化,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260210553248.pdf
20260210,16:00,4572,G-カルナバイオ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552313.pdf"", ""2025年12月期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/4572_1600_G-カルナバイオ_2025年12月期決算説明資料.pdf"", ""2025年12月期決算説明資料"")",需要が低 未達,2,31 36,説明資料,https://www.release.tdnet.info/inbs/140120260209552313.pdf
20260210,16:00,4572,G-カルナバイオ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552322.pdf"", ""事業計画及び成長可能性に関する事項"")","=HYPERLINK(""pdf_tmp/20260210/4572_1600_G-カルナバイオ_事業計画及び成長可能性に関する事項.pdf"", ""事業計画及び成長可能性に関する事項"")",未達 計画を下,2,40 46,事業計画,https://www.release.tdnet.info/inbs/140120260209552322.pdf
20260210,16:00,4918,アイビー,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553405.pdf"", ""令和8年3月期 第3四半期決算短信〔日本基準〕(非連結)"")","=HYPERLINK(""pdf_tmp/20260210/4918_1600_アイビー_令和8年3月期 第3四半期決算短信〔日本基準〕(非連結).pdf"", ""令和8年3月期 第3四半期決算短信〔日本基準〕(非連結)"")",値上 大幅,2,5 6,決算短信,https://www.release.tdnet.info/inbs/140120260210553405.pdf
20260210,15:30,5016,JX金属,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554017.pdf"", ""結晶材料の増産に向けた設備投資(固定資産の取得)の追加に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/5016_1530_JX金属_結晶材料の増産に向けた設備投資(固定資産の取得)の追加に関するお知らせ.pdf"", ""結晶材料の増産に向けた設備投資(固定資産の取得)の追加に関するお知らせ"")",増産,2,1 2,その他,https://www.release.tdnet.info/inbs/140120260210554017.pdf
20260210,14:30,5233,太平洋セメ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552535.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/5233_1430_太平洋セメ_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",大幅 悪化,2,4 11,決算短信,https://www.release.tdnet.info/inbs/140120260209552535.pdf
20260210,15:30,5714,DOWA,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553212.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/5714_1530_DOWA_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",悪化,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260210553212.pdf
20260210,16:00,5842,G-インテグラル,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554344.pdf"", ""2025年12月期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/5842_1600_G-インテグラル_2025年12月期 決算説明資料.pdf"", ""2025年12月期 決算説明資料"")",大幅,2,14 37,説明資料,https://www.release.tdnet.info/inbs/140120260210554344.pdf
20260210,16:00,5901,洋缶HD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553679.pdf"", ""2026年3月期  第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/5901_1600_洋缶HD_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期  第3四半期決算短信〔日本基準〕(連結)"")",価格改定 大幅 悪化,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260210553679.pdf
20260210,15:30,6016,ジャパンエンジン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553244.pdf"", ""通期業績予想の上方修正及び期末配当予想の修正(増配)に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/6016_1530_ジャパンエンジン_通期業績予想の上方修正及び期末配当予想の修正(増配)に関するお知らせ.pdf"", ""通期業績予想の上方修正及び期末配当予想の修正(増配)に関するお知らせ"")",上方修正,2,1 2,予想の修正,https://www.release.tdnet.info/inbs/140120260210553244.pdf
20260210,15:31,6180,G-GMOメディア,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551698.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/6180_1531_G-GMOメディア_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",シェア拡大,2,12 13,決算短信,https://www.release.tdnet.info/inbs/140120260209551698.pdf
20260210,15:30,6381,アネスト岩田,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551670.pdf"", ""2026年3月期第3四半期決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260210/6381_1530_アネスト岩田_2026年3月期第3四半期決算補足説明資料.pdf"", ""2026年3月期第3四半期決算補足説明資料"")",価格改定 値上 悪化,2,5 12,説明資料,https://www.release.tdnet.info/inbs/140120260209551670.pdf
20260210,16:00,6466,TVE,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553201.pdf"", ""2026年9月期第1四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/6466_1600_TVE_2026年9月期第1四半期決算短信〔日本基準〕(連結).pdf"", ""2026年9月期第1四半期決算短信〔日本基準〕(連結)"")",大幅 想定以上 悪化,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260210553201.pdf
20260210,12:00,6800,ヨコオ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552752.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/6800_1200_ヨコオ_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",大幅 上方修正,2,4 6,決算短信,https://www.release.tdnet.info/inbs/140120260209552752.pdf
20260210,15:30,6870,日本フェンオール,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552161.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/6870_1530_日本フェンオール_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",大幅,2,4 6,決算短信,https://www.release.tdnet.info/inbs/140120260209552161.pdf
20260210,14:30,7003,三井E&S,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553022.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/7003_1430_三井E&S_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",悪化 上方修正,2,4 7,決算短信,https://www.release.tdnet.info/inbs/140120260210553022.pdf
20260210,13:00,7013,IHI,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553127.pdf"", ""2026年3月期 第3四半期決算短信 〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/7013_1300_IHI_2026年3月期 第3四半期決算短信 〔IFRS〕(連結).pdf"", ""2026年3月期 第3四半期決算短信 〔IFRS〕(連結)"")",悪化 上方修正,2,4 6,決算短信,https://www.release.tdnet.info/inbs/140120260210553127.pdf
20260210,17:00,7087,ウイルテック,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552703.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/7087_1700_ウイルテック_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",大幅 シェア拡大,2,13 15,説明資料,https://www.release.tdnet.info/inbs/140120260209552703.pdf
20260210,15:30,7090,G-リグア,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553987.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/7090_1530_G-リグア_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",大幅 増産,2,19 25,説明資料,https://www.release.tdnet.info/inbs/140120260210553987.pdf
20260210,17:00,7129,ミアヘルサHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553050.pdf"", ""2026年3月期第3四半期決算短信補足説明資料"")","=HYPERLINK(""pdf_tmp/20260210/7129_1700_ミアヘルサHD_2026年3月期第3四半期決算短信補足説明資料.pdf"", ""2026年3月期第3四半期決算短信補足説明資料"")",価格改定 上方修正,2,8 15,決算短信,https://www.release.tdnet.info/inbs/140120260210553050.pdf
20260210,16:30,7305,新家工,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550258.pdf"", ""2026年3月期 第3四半期決算短信[日本基準] (連結)"")","=HYPERLINK(""pdf_tmp/20260210/7305_1630_新家工_2026年3月期 第3四半期決算短信[日本基準] (連結).pdf"", ""2026年3月期 第3四半期決算短信[日本基準] (連結)"")",値上 大幅 需要の回復,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260206550258.pdf
20260210,15:30,7318,G-セレンディップ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553262.pdf"", ""2026年3月期 第3四半期決算短信補足資料"")","=HYPERLINK(""pdf_tmp/20260210/7318_1530_G-セレンディップ_2026年3月期 第3四半期決算短信補足資料.pdf"", ""2026年3月期 第3四半期決算短信補足資料"")",大幅,2,2 5,決算短信,https://www.release.tdnet.info/inbs/140120260210553262.pdf
20260210,15:30,7361,G-HCH,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553870.pdf"", ""2026年9月期 第1四半期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/7361_1530_G-HCH_2026年9月期 第1四半期 決算説明資料.pdf"", ""2026年9月期 第1四半期 決算説明資料"")",シェア拡大 大幅 悪化,2,57 58,説明資料,https://www.release.tdnet.info/inbs/140120260210553870.pdf
20260210,15:30,7421,カッパ・クリエイト,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554119.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/7421_1530_カッパ・クリエイト_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",悪化 価格転嫁,2,4 6,決算短信,https://www.release.tdnet.info/inbs/140120260210554119.pdf
20260210,16:00,7502,プラザHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553358.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/7502_1600_プラザHD_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",値上 悪化,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260210553358.pdf
20260210,15:30,7564,ワークマン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205548208.pdf"", ""2026年3月期 第3四半期決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260210/7564_1530_ワークマン_2026年3月期 第3四半期決算説明会資料.pdf"", ""2026年3月期 第3四半期決算説明会資料"")",大幅,2,6 9,その他,https://www.release.tdnet.info/inbs/140120260205548208.pdf
20260210,13:20,7675,セントラルフォレスト,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552514.pdf"", ""2025年12月期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/7675_1320_セントラルフォレスト_2025年12月期決算説明資料.pdf"", ""2025年12月期決算説明資料"")",値上,2,8 13,説明資料,https://www.release.tdnet.info/inbs/140120260209552514.pdf
20260210,15:30,7867,タカラトミー,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551973.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/7867_1530_タカラトミー_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",大幅,2,4 6,決算短信,https://www.release.tdnet.info/inbs/140120260209551973.pdf
20260210,15:30,7868,広済堂HD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552656.pdf"", ""2026年3月期第3四半期決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260210/7868_1530_広済堂HD_2026年3月期第3四半期決算説明会資料.pdf"", ""2026年3月期第3四半期決算説明会資料"")",大幅,2,10 37,その他,https://www.release.tdnet.info/inbs/140120260209552656.pdf
20260210,16:00,7918,ヴィアHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553101.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/7918_1600_ヴィアHD_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",大幅 需要の回復 価格改定,2,5 6,決算短信,https://www.release.tdnet.info/inbs/140120260210553101.pdf
